tst1,50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States,?
tst222,54, Private, 282680, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst223,43, Private, 304175, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst224,58, Private, 218281, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Mexico,?
tst225,25, Self-emp-inc, 86745, Bachelors, 13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States,?
tst226,46, Private, 175109, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1485, 40, United-States,?
tst227,35, ?, 296738, 11th, 7, Separated, ?, Not-in-family, White, Female, 6849, 0, 60, United-States,?
tst228,47, Private, 73064, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, 0, 0, 35, United-States,?
tst229,50, Private, 125417, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 40, United-States,?
tst230,24, State-gov, 123160, Masters, 14, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 10, China,?
tst231,18, ?, 191117, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 25, United-States,?
tst232,19, Private, 299050, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States,?
tst233,45, Private, 186272, 9th, 5, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 5178, 0, 40, United-States,?
tst234,34, Private, 34374, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst235,20, ?, 249087, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States,?
tst236,31, Private, 152940, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst237,39, Private, 245361, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst238,29, Private, 114224, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst239,55, Local-gov, 219775, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 38, United-States,?
tst240,62, Local-gov, 249078, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst241,23, Private, 302195, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst242,40, Federal-gov, 298635, Masters, 14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 1902, 40, Philippines,?
tst243,50, ?, 22428, Masters, 14, Never-married, ?, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst244,25, Private, 290528, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst245,33, Private, 209900, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 20, United-States,?
tst246,34, Self-emp-inc, 207668, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 54, ?,?
tst247,36, Federal-gov, 67317, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst248,57, Self-emp-inc, 101338, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States,?
tst249,22, Private, 162869, Some-college, 10, Never-married, Sales, Other-relative, White, Male, 0, 0, 65, United-States,?
tst250,46, Private, 72619, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst251,46, Private, 55720, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst252,35, Private, 360799, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States,?
tst253,18, Private, 188476, 11th, 7, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 20, United-States,?
tst254,25, Private, 252752, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 8, United-States,?
tst255,31, State-gov, 111843, Assoc-acdm, 12, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst256,17, ?, 139183, 10th, 6, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States,?
tst257,60, Federal-gov, 21876, Some-college, 10, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States,?
tst258,20, ?, 293136, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States,?
tst259,30, Private, 315640, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 1977, 40, China,?
tst260,29, Private, 77760, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States,?
tst261,52, Private, 270142, Assoc-voc, 11, Separated, Exec-managerial, Unmarried, Black, Female, 0, 0, 60, United-States,?
tst262,76, Private, 199949, 9th, 5, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 13, United-States,?
tst263,56, Private, 119859, Some-college, 10, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst264,42, Private, 108506, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States,?
tst265,45, Federal-gov, 181970, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1672, 40, United-States,?
tst266,55, Private, 211678, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States,?
tst267,26, State-gov, 58039, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst268,42, Private, 178134, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst269,18, ?, 163788, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States,?
tst270,45, Private, 123075, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst271,32, Local-gov, 255004, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst272,39, Private, 269186, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst273,62, Private, 73292, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst274,31, Private, 363130, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Male, 0, 0, 18, United-States,?
tst275,34, Private, 314646, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst276,51, Self-emp-not-inc, 218311, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 50, United-States,?
tst277,47, Private, 190139, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst278,27, Private, 133937, Masters, 14, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States,?
tst279,58, Self-emp-not-inc, 49884, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States,?
tst280,21, Private, 64520, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst281,37, Private, 305379, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst282,66, Private, 114447, Assoc-voc, 11, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst283,52, Self-emp-not-inc, 102346, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States,?
tst284,63, Private, 143098, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 4064, 0, 40, United-States,?
tst285,38, Private, 161141, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst286,45, Private, 214068, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst287,19, Private, 42750, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst288,29, Self-emp-not-inc, 141185, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 55, United-States,?
tst289,28, Private, 144063, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst290,39, Local-gov, 45607, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States,?
tst291,23, Private, 174626, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States,?
tst292,35, Private, 215310, 11th, 7, Divorced, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States,?
tst293,32, Private, 53260, HS-grad, 9, Divorced, Other-service, Unmarried, Other, Female, 0, 0, 28, United-States,?
tst294,31, Self-emp-not-inc, 235237, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 60, United-States,?
tst295,51, Private, 143741, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States,?
tst296,20, Private, 89991, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 32, United-States,?
tst297,56, Private, 28729, 11th, 7, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst298,25, Private, 191271, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst299,37, Self-emp-not-inc, 241306, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst300,44, Private, 332401, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 65, United-States,?
tst301,51, Private, 254211, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States,?
tst302,41, Private, 151504, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 50, United-States,?
tst303,18, Private, 201901, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 10, United-States,?
tst304,39, Local-gov, 139364, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States,?
tst305,19, Private, 227491, HS-grad, 9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States,?
tst306,44, Private, 296728, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst307,55, Private, 81865, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst308,78, ?, 363134, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 1, United-States,?
tst309,34, Local-gov, 177675, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst310,30, Private, 164190, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 38, ?,?
tst311,54, Private, 43269, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst312,43, Private, 195258, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst313,20, Private, 190457, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States,?
tst314,52, Self-emp-inc, 206054, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst315,45, Self-emp-inc, 170871, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States,?
tst316,39, Private, 52645, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States,?
tst317,53, Private, 157069, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst318,35, Private, 37314, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States,?
tst319,48, Private, 348144, Some-college, 10, Divorced, Transport-moving, Not-in-family, White, Male, 3325, 0, 53, United-States,?
tst320,30, Self-emp-not-inc, 45796, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst321,36, Private, 261382, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 45, United-States,?
tst322,32, State-gov, 304212, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst323,39, Private, 146091, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 20, United-States,?
tst324,19, Private, 121240, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst325,39, Private, 186183, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst326,24, Private, 200967, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 36, United-States,?
tst327,42, Self-emp-not-inc, 323790, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 70, United-States,?
tst328,67, ?, 183374, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 2329, 0, 15, United-States,?
tst329,34, Private, 297094, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States,?
tst330,61, Private, 149981, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 2414, 0, 5, United-States,?
tst331,23, Private, 86065, 12th, 8, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst332,41, Private, 82049, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst333,31, Self-emp-inc, 83748, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 0, 70, South,?
tst334,41, Private, 141642, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst335,33, Private, 207267, 10th, 6, Separated, Other-service, Unmarried, White, Female, 3418, 0, 35, United-States,?
tst336,38, Private, 51838, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst337,42, Private, 185602, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst338,49, Private, 146268, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst339,24, Private, 336088, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 50, United-States,?
tst340,36, Private, 190350, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst341,55, Self-emp-not-inc, 189933, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States,?
tst342,48, Private, 113598, Some-college, 10, Separated, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, United-States,?
tst343,21, Private, 188793, HS-grad, 9, Married-civ-spouse, Sales, Husband, Other, Male, 0, 0, 35, United-States,?
tst344,23, Private, 204209, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 10, United-States,?
tst345,24, Private, 86745, Bachelors, 13, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Philippines,?
tst346,70, Self-emp-not-inc, 172370, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States,?
tst347,34, Self-emp-not-inc, 77209, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 60, United-States,?
tst348,32, Private, 169841, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 55, United-States,?
tst349,31, ?, 86143, HS-grad, 9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst350,30, Private, 172304, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst351,42, Private, 183096, Some-college, 10, Divorced, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States,?
tst352,70, ?, 293076, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States,?
tst353,41, Private, 197344, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 54, United-States,?
tst354,17, Private, 191260, 11th, 7, Never-married, Other-service, Own-child, White, Male, 594, 0, 10, United-States,?
tst355,67, Private, 126849, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 20, United-States,?
tst356,29, Private, 280344, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst357,37, Private, 192939, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst358,44, Private, 138845, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst359,23, Private, 221955, 9th, 5, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 39, Mexico,?
tst360,34, Private, 177675, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst361,27, Private, 336951, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 99, United-States,?
tst362,40, Private, 193882, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst363,42, Private, 129684, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Black, Female, 5455, 0, 50, United-States,?
tst364,63, Private, 66634, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 16, United-States,?
